id,sales
3000888,5.333333333333333
3000889,0.0
3000890,3.5
3000891,2267.6666666666665
3000892,0.0
3000893,427.01233333333334
3000894,16.833333333333332
3000895,843.3333333333334
3000896,807.1666666666666
3000897,148.34433333333334
3000898,151.3645
3000899,110.0
3000900,2872.5
3000901,22.833333333333332
3000902,2.0
3000903,28.833333333333332
3000904,26.166666666666668
3000905,0.16666666666666666
3000906,194.16666666666666
3000907,14.0
3000908,17.0
3000909,7.0
3000910,92.33333333333333
3000911,6.666666666666667
3000912,284.0181666666667
3000913,218.98833333333334
3000914,5.5
3000915,8.666666666666666
3000916,312.80216666666666
3000917,76.96249999999999
3000918,3243.8245
3000919,0.16666666666666666
3000920,29.933166666666665
3000921,2.5
3000922,0.5
3000923,0.6666666666666666
3000924,1129.0
3000925,0.0
3000926,84.83333333333333
3000927,3.0
3000928,718.5
3000929,241.83333333333334
3000930,247.66666666666666
3000931,45.264
3000932,39.59733333333333
3000933,2157.8333333333335
3000934,5.833333333333333
3000935,0.16666666666666666
3000936,7.833333333333333
3000937,9.0
3000938,0.16666666666666666
3000939,179.16666666666666
3000940,4.333333333333333
3000941,0.0
3000942,1.3333333333333333
3000943,11.0
3000944,0.0
3000945,178.18549833333336
3000946,164.80933166666665
3000947,0.3333333333333333
3000948,3.6666666666666665
3000949,110.05333333333333
3000950,27.0
3000951,224.75249833333336
3000952,7.166666666666667
3000953,4.0
3000954,6.5
3000955,0.0
3000956,7.166666666666667
3000957,3838.1666666666665
3000958,0.0
3000959,652.5
3000960,10.833333333333334
3000961,1785.3333333333333
3000962,581.6033333333334
3000963,547.3925
3000964,408.98
3000965,83.33333333333333
3000966,6209.480333333333
3000967,13.833333333333334
3000968,0.8333333333333334
3000969,19.0
3000970,12.666666666666666
3000971,0.0
3000972,443.1666666666667
3000973,7.166666666666667
3000974,0.6666666666666666
3000975,15.333333333333334
3000976,45.0
3000977,3.1666666666666665
3000978,659.1823266666667
3000979,448.29850000000005
3000980,2.0
3000981,16.333333333333332
3000982,466.34900500000003
3000983,81.67033333333333
3000984,1263.583
3000985,13.0
3000986,6.0
3000987,3.1666666666666665
3000988,0.3333333333333333
3000989,1.0
3000990,1259.1666666666667
3000991,0.0
3000992,166.66666666666666
3000993,7.166666666666667
3000994,629.1666666666666
3000995,289.0
3000996,209.0
3000997,54.833333333333336
3000998,31.333333333333332
3000999,2402.5
3001000,5.0
3001001,0.3333333333333333
3001002,10.333333333333334
3001003,16.5
3001004,0.16666666666666666
3001005,154.66666666666666
3001006,5.666666666666667
3001007,0.0
3001008,5.166666666666667
3001009,53.0
3001010,1.0
3001011,147.4715
3001012,189.53466666666668
3001013,0.8333333333333334
3001014,2.5
3001015,148.6151675
3001016,41.5
3001017,328.14950000000005
3001018,6.5
3001019,5.666666666666667
3001020,3.1666666666666665
3001021,0.0
3001022,2.6666666666666665
3001023,1259.1666666666667
3001024,0.0
3001025,127.33333333333333
3001026,2.8333333333333335
3001027,629.1666666666666
3001028,271.6666666666667
3001029,154.16666666666666
3001030,60.5
3001031,24.833333333333332
3001032,2406.6666666666665
3001033,3.8333333333333335
3001034,0.16666666666666666
3001035,7.833333333333333
3001036,7.333333333333333
3001037,0.16666666666666666
3001038,154.66666666666666
3001039,2.1666666666666665
3001040,0.0
3001041,2.6666666666666665
3001042,52.833333333333336
3001043,0.6666666666666666
3001044,139.83766666666668
3001045,197.9765
3001046,0.16666666666666666
3001047,2.5
3001048,87.42033250000001
3001049,25.0
3001050,166.3525
3001051,7.166666666666667
3001052,1.5
3001053,1.8333333333333333
3001054,0.0
3001055,1.0
3001056,1223.0
3001057,0.0
3001058,152.33333333333334
3001059,6.333333333333333
3001060,972.8333333333334
3001061,382.6666666666667
3001062,291.5
3001063,29.166666666666668
3001064,29.666666666666668
3001065,2419.1666666666665
3001066,2.8333333333333335
3001067,0.16666666666666666
3001068,9.5
3001069,13.666666666666666
3001070,0.0
3001071,229.83333333333334
3001072,3.3333333333333335
3001073,0.0
3001074,4.833333333333333
3001075,15.5
3001076,1.8333333333333333
3001077,247.7831666666667
3001078,263.7048333333334
3001079,0.16666666666666666
3001080,3.8333333333333335
3001081,58.004332999999995
3001082,82.16516633333333
3001083,338.1426666666667
3001084,3.3333333333333335
3001085,5.666666666666667
3001086,2.0
3001087,3.1666666666666665
3001088,2.1666666666666665
3001089,1788.3333333333333
3001090,0.0
3001091,155.66666666666666
3001092,9.5
3001093,794.6666666666666
3001094,318.3333333333333
3001095,268.0
3001096,122.0
3001097,63.833333333333336
3001098,2530.5
3001099,8.833333333333334
3001100,1.1666666666666667
3001101,19.5
3001102,20.0
3001103,0.0
3001104,225.33333333333334
3001105,12.0
3001106,0.0
3001107,6.166666666666667
3001108,21.833333333333332
3001109,2.8333333333333335
3001110,174.30099999999996
3001111,175.56449999999998
3001112,0.6666666666666666
3001113,4.666666666666667
3001114,144.35183333333333
3001115,43.5
3001116,651.4561666666667
3001117,4.5
3001118,6.666666666666667
3001119,2.6666666666666665
3001120,0.0
3001121,1.0
3001122,1207.8333333333333
3001123,0.0
3001124,156.5
3001125,5.333333333333333
3001126,648.3333333333334
3001127,200.33333333333334
3001128,159.33333333333334
3001129,137.5
3001130,22.666666666666668
3001131,2068.1666666666665
3001132,5.0
3001133,0.3333333333333333
3001134,12.666666666666666
3001135,8.666666666666666
3001136,0.0
3001137,145.33333333333334
3001138,0.0
3001139,0.0
3001140,4.0
3001141,21.666666666666668
3001142,0.6666666666666666
3001143,59.07283333333333
3001144,138.83333333333334
3001145,0.5
3001146,3.1666666666666665
3001147,64.45133249999999
3001148,41.333333333333336
3001149,505.8516666666667
3001150,0.0
3001151,1.5
3001152,7.333333333333333
3001153,0.3333333333333333
3001154,1.6666666666666667
3001155,2655.0
3001156,0.0
3001157,251.0
3001158,12.166666666666666
3001159,925.5
3001160,807.3333333333334
3001161,533.0
3001162,189.66666666666666
3001163,86.66666666666667
3001164,3874.6666666666665
3001165,8.833333333333334
3001166,0.16666666666666666
3001167,24.5
3001168,23.833333333333332
3001169,0.16666666666666666
3001170,258.3333333333333
3001171,0.0
3001172,0.0
3001173,5.5
3001174,31.166666666666668
3001175,3.5
3001176,284.251165
3001177,253.17833166666665
3001178,2.0
3001179,7.0
3001180,287.8491666666667
3001181,65.5
3001182,1259.6358333333335
3001183,19.166666666666668
3001184,14.333333333333334
3001185,2.6666666666666665
3001186,0.0
3001187,2.3333333333333335
3001188,2000.6666666666667
3001189,0.0
3001190,602.0
3001191,10.0
3001192,546.8333333333334
3001193,571.5
3001194,229.30016666666666
3001195,190.22033333333334
3001196,42.5
3001197,2443.1781666666666
3001198,10.166666666666666
3001199,0.3333333333333333
3001200,14.0
3001201,14.333333333333334
3001202,0.0
3001203,195.16666666666666
3001204,9.0
3001205,0.0
3001206,6.833333333333333
3001207,39.333333333333336
3001208,1.6666666666666667
3001209,91.96249933333333
3001210,147.0
3001211,2.0
3001212,7.666666666666667
3001213,183.82016833333333
3001214,44.530166666666666
3001215,1571.8946666666664
3001216,24.793666666666667
3001217,5.197500000000001
3001218,4.833333333333333
3001219,0.8333333333333334
3001220,1.8333333333333333
3001221,2323.5
3001222,0.0
3001223,154.16666666666666
3001224,9.5
3001225,772.8333333333334
3001226,289.1666666666667
3001227,289.8333333333333
3001228,49.666666666666664
3001229,33.89266666666666
3001230,2745.0
3001231,8.666666666666666
3001232,0.6666666666666666
3001233,13.833333333333334
3001234,13.0
3001235,0.0
3001236,166.5
3001237,3.5
3001238,0.0
3001239,2.8333333333333335
3001240,20.5
3001241,4.5
3001242,150.51466583333334
3001243,166.8305
3001244,1.0
3001245,5.333333333333333
3001246,116.17633333333333
3001247,28.666666666666668
3001248,386.2775033333333
3001249,4.0
3001250,2.5
3001251,4.333333333333333
3001252,0.16666666666666666
3001253,4.5
3001254,2510.5
3001255,0.0
3001256,597.2528333333333
3001257,12.333333333333334
3001258,843.3333333333334
3001259,843.3333333333334
3001260,188.58433333333332
3001261,179.06233333333333
3001262,102.68416666666667
3001263,3470.3333333333335
3001264,20.833333333333332
3001265,0.5
3001266,21.0
3001267,36.0
3001268,0.0
3001269,233.33333333333334
3001270,15.666666666666666
3001271,14.166666666666666
3001272,9.333333333333334
3001273,83.83333333333333
3001274,7.333333333333333
3001275,402.58750000000003
3001276,287.5145
3001277,5.5
3001278,8.333333333333334
3001279,423.45849999999996
3001280,87.907
3001281,2884.5705
3001282,0.16666666666666666
3001283,28.84616683333333
3001284,3.6666666666666665
3001285,0.3333333333333333
3001286,6.166666666666667
3001287,2699.1666666666665
3001288,0.0
3001289,386.5
3001290,6.5
3001291,909.3333333333334
3001292,699.1666666666666
3001293,511.1076666666667
3001294,79.325
3001295,59.15833333333333
3001296,4671.768166666668
3001297,7.0
3001298,0.3333333333333333
3001299,12.5
3001300,11.333333333333334
3001301,0.16666666666666666
3001302,293.5
3001303,2.6666666666666665
3001304,3.6666666666666665
3001305,4.5
3001306,30.166666666666668
3001307,3.0
3001308,251.4623333333333
3001309,281.6666666666667
3001310,2.5
3001311,6.166666666666667
3001312,208.87866499999998
3001313,54.82416666666666
3001314,822.6336666666666
3001315,66.66350033333335
3001316,3.6638333333333333
3001317,6.666666666666667
3001318,0.3333333333333333
3001319,4.333333333333333
3001320,2330.5
3001321,0.0
3001322,389.8333333333333
3001323,7.833333333333333
3001324,910.8333333333334
3001325,661.8333333333334
3001326,301.8453333333334
3001327,301.8453333333334
3001328,62.74316666666667
3001329,3393.543333333333
3001330,12.0
3001331,0.8333333333333334
3001332,27.0
3001333,21.166666666666668
3001334,0.3333333333333333
3001335,233.5
3001336,4.0
3001337,5.333333333333333
3001338,7.666666666666667
3001339,47.166666666666664
3001340,2.1666666666666665
3001341,102.94883333333333
3001342,242.5
3001343,1.6666666666666667
3001344,2.6666666666666665
3001345,152.31916833333332
3001346,159.17200166666666
3001347,1050.3633333333332
3001348,0.0
3001349,4.5
3001350,4.666666666666667
3001351,0.16666666666666666
3001352,2.6666666666666665
3001353,1370.0
3001354,0.0
3001355,147.16666666666666
3001356,6.666666666666667
3001357,475.6666666666667
3001358,297.1666666666667
3001359,149.5
3001360,32.37733333333333
3001361,25.377333333333336
3001362,1986.8333333333333
3001363,7.5
3001364,2.1666666666666665
3001365,24.166666666666668
3001366,19.333333333333332
3001367,0.0
3001368,123.5
3001369,0.0
3001370,0.0
3001371,5.166666666666667
3001372,30.0
3001373,2.6666666666666665
3001374,98.04483333333333
3001375,103.14933333333333
3001376,0.8333333333333334
3001377,3.3333333333333335
3001378,143.80716666666666
3001379,33.333333333333336
3001380,383.08533333333327
3001381,5.166666666666667
3001382,5.666666666666667
3001383,2.5
3001384,0.0
3001385,2.5
3001386,1374.8333333333333
3001387,0.0
3001388,275.5781666666667
3001389,10.833333333333334
3001390,495.0
3001391,486.5
3001392,115.05499999999999
3001393,48.666666666666664
3001394,52.333333333333336
3001395,1990.8333333333333
3001396,23.666666666666668
3001397,0.16666666666666666
3001398,9.5
3001399,13.833333333333334
3001400,0.16666666666666666
3001401,121.66666666666667
3001402,14.666666666666666
3001403,3.0
3001404,4.5
3001405,29.833333333333332
3001406,3.1666666666666665
3001407,462.7509999999999
3001408,138.5
3001409,2.1666666666666665
3001410,3.1666666666666665
3001411,338.23800000000006
3001412,31.683999999999997
3001413,1264.3665
3001414,0.0
3001415,7.854333333333334
3001416,4.833333333333333
3001417,0.6666666666666666
3001418,5.833333333333333
3001419,3425.0
3001420,0.0
3001421,796.6735
3001422,13.166666666666666
3001423,1241.1666666666667
3001424,1252.0
3001425,246.7675
3001426,202.23216666666667
3001427,179.57716666666667
3001428,4024.8333333333335
3001429,32.333333333333336
3001430,0.3333333333333333
3001431,28.333333333333332
3001432,22.0
3001433,0.0
3001434,263.3333333333333
3001435,10.0
3001436,34.666666666666664
3001437,7.5
3001438,121.83333333333333
3001439,12.5
3001440,354.95966666666664
3001441,296.46750000000003
3001442,13.333333333333334
3001443,9.166666666666666
3001444,525.46367
3001445,124.19283333333334
3001446,5038.635
3001447,0.16666666666666666
3001448,26.670500166666667
3001449,0.3333333333333333
3001450,0.0
3001451,2.0
3001452,1539.0
3001453,0.0
3001454,354.58183333333335
3001455,5.5
3001456,377.3333333333333
3001457,414.5
3001458,107.271
3001459,102.68716666666667
3001460,79.99433333333333
3001461,1524.3333333333333
